job,system,filing_year,borough,building_type,stories,size,filing_to_signoff_days,filing_to_signoff_months,filing_to_permit_days,filing_to_permit_months,filing_to_co_days,filing_to_co_months,has_co,pc_filed
S00793389-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),480,15.8,455,14.9,,,False,
S00794700-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),443,14.6,141,4.6,,,False,
S00794700-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),377,12.4,14,0.5,,,False,
S00794700-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),84,2.8,5,0.2,,,False,
S00795855-S2,DOB NOW,2022,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),1189,39.1,952,31.3,,,False,
S00795855-S3,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),1071,35.2,822,27.0,,,False,
S00807316-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),493,16.2,423,13.9,,,False,
S00807316-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),439,14.4,43,1.4,,,False,
S00807316-S4,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),203,6.7,140,4.6,,,False,
S00807325-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),493,16.2,349,11.5,,,False,
S00807325-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),439,14.4,49,1.6,,,False,
S00807325-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),203,6.7,2,0.1,,,False,
S00807494-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),176,5.8,10,0.3,,,False,
S00807494-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),9,0.3,1,0.0,,,False,
S00807591-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),185,6.1,13,0.4,,,False,
S00807591-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),9,0.3,1,0.0,,,False,
S00809152-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),411,13.5,206,6.8,,,False,
S00809152-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),418,13.7,362,11.9,,,False,
S00809152-S4,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),181,5.9,126,4.1,,,False,
S00809153-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),455,14.9,204,6.7,,,False,
S00809153-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),464,15.2,363,11.9,,,False,
S00809155-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),513,16.9,204,6.7,,,False,
S00809155-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),535,17.6,363,11.9,,,False,
S00809155-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),217,7.1,161,5.3,,,False,
S00809156-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),486,16.0,184,6.0,,,False,
S00809156-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),510,16.8,362,11.9,,,False,
S00809157-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),441,14.5,8,0.3,,,False,
S00809157-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),236,7.8,11,0.4,,,False,
S00809157-S3,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),48,1.6,5,0.2,,,False,
S00809157-S4,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),26,0.9,5,0.2,,,False,
S00809160-S1,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),383,12.6,12,0.4,,,False,
S00809160-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),416,13.7,47,1.5,,,False,
S00809160-S4,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),284,9.3,228,7.5,,,False,
S00809160-S5,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),284,9.3,228,7.5,,,False,
S00809161-S1,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),307,10.1,13,0.4,,,False,
S00809161-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),330,10.8,207,6.8,,,False,
S00809161-S4,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),246,8.1,181,5.9,,,False,
S00809161-S5,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),246,8.1,181,5.9,,,False,
S00809162-S1,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),345,11.3,14,0.5,,,False,
S00809162-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),359,11.8,204,6.7,,,False,
S00809162-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),181,5.9,127,4.2,,,False,
S00809164-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),484,15.9,216,7.1,,,False,
S00809164-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),495,16.3,397,13.0,,,False,
S00809165-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),484,15.9,216,7.1,,,False,
S00809165-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),478,15.7,453,14.9,,,False,
S00809165-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),237,7.8,3,0.1,,,False,
S00809165-S4,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),181,5.9,126,4.1,,,False,
S00809166-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),454,14.9,216,7.1,,,False,
S00809166-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),465,15.3,464,15.2,,,False,
S00809166-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),181,5.9,126,4.1,,,False,
S00809167-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),407,13.4,216,7.1,,,False,
S00809167-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),263,8.6,242,8.0,,,False,
S00809167-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),181,5.9,127,4.2,,,False,
S00811864-S1,DOB NOW,2023,STATEN ISLAND,OTHERS,0,Mid (4-10 fl),518,17.0,88,2.9,,,False,
S00811864-S3,DOB NOW,2023,STATEN ISLAND,OTHERS,0,Mid (4-10 fl),518,17.0,104,3.4,,,False,
S00816829-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),315,10.3,12,0.4,,,False,
S00816829-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),223,7.3,1,0.0,,,False,
S00817458-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),276,9.1,21,0.7,,,False,
S00817458-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),28,0.9,5,0.2,,,False,
S00818909-S1,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),365,12.0,2,0.1,,,False,
S00818909-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),273,9.0,134,4.4,,,False,
S00818909-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),265,8.7,134,4.4,,,False,
S00820326-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),406,13.3,3,0.1,,,False,
S00820326-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),420,13.8,416,13.7,,,False,
S00820326-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),103,3.4,5,0.2,,,False,
S00820327-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),434,14.3,36,1.2,,,False,
S00820327-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),369,12.1,58,1.9,,,False,
S00820327-S3,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),361,11.9,292,9.6,,,False,
S00820327-S4,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),41,1.3,3,0.1,,,False,
S00822410-S8,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),490,16.1,19,0.6,,,False,
S00822410-S9,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),487,16.0,16,0.5,,,False,
S00823484-S1,DOB NOW,2023,STATEN ISLAND,OTHERS,0,Small (1-3 fl),434,14.3,33,1.1,,,False,
S00823484-S2,DOB NOW,2023,STATEN ISLAND,OTHERS,0,Small (1-3 fl),420,13.8,6,0.2,,,False,
S00823488-S1,DOB NOW,2023,STATEN ISLAND,OTHERS,0,Small (1-3 fl),434,14.3,33,1.1,,,False,
S00823488-S2,DOB NOW,2023,STATEN ISLAND,OTHERS,0,Small (1-3 fl),420,13.8,6,0.2,,,False,
S00823564-I1,DOB NOW,2023,STATEN ISLAND,OTHERS,0,Mid (4-10 fl),1131,37.2,245,8.0,,,False,
S00823564-S1,DOB NOW,2023,STATEN ISLAND,OTHERS,0,Mid (4-10 fl),641,21.1,246,8.1,,,False,
S00825728-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),241,7.9,23,0.8,,,False,
S00825728-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),74,2.4,5,0.2,,,False,
S00828448-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),404,13.3,14,0.5,,,False,
S00828448-S3,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),419,13.8,114,3.7,,,False,
S00828906-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),444,14.6,435,14.3,,,False,
S00828906-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),536,17.6,147,4.8,,,False,
S00829513-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),547,18.0,40,1.3,,,False,
S00832536-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),559,18.4,27,0.9,,,False,
S00832536-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),532,17.5,89,2.9,,,False,
S00832536-S4,DOB NOW,2025,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),30,1.0,0,,,,False,
S00832536-S5,DOB NOW,2025,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),21,0.7,0,,,,False,
S00834904-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),337,11.1,27,0.9,,,False,
S00834904-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),336,11.0,133,4.4,,,False,
S00834904-S3,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),300,9.9,109,3.6,,,False,
S00834904-S4,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),29,1.0,13,0.4,,,False,
S00837592-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),206,6.8,6,0.2,,,False,
S00837592-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),137,4.5,85,2.8,,,False,
S00840744-S1,DOB NOW,2023,STATEN ISLAND,OTHERS,0,Small (1-3 fl),399,13.1,50,1.6,,,False,
S00840744-S2,DOB NOW,2023,STATEN ISLAND,OTHERS,0,Small (1-3 fl),371,12.2,6,0.2,,,False,
S00844143-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),404,13.3,14,0.5,,,False,
S00844143-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),379,12.5,114,3.7,,,False,
S00844146-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),404,13.3,14,0.5,,,False,
S00844146-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),419,13.8,112,3.7,,,False,
S00845609-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),206,6.8,6,0.2,,,False,
S00845609-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),137,4.5,85,2.8,,,False,
S00845922-I1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),801,26.3,79,2.6,,,False,
S00845922-S1,DOB NOW,2025,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),341,11.2,6,0.2,,,False,
S00845927-I1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),804,26.4,86,2.8,,,False,
S00845927-S1,DOB NOW,2025,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),338,11.1,6,0.2,,,False,
S00848000-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),367,12.1,14,0.5,,,False,
S00848000-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),426,14.0,90,3.0,,,False,
S00848003-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),367,12.1,14,0.5,,,False,
S00848003-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),426,14.0,91,3.0,,,False,
S00848007-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),367,12.1,14,0.5,,,False,
S00848007-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),356,11.7,92,3.0,,,False,
S00848012-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),404,13.3,14,0.5,,,False,
S00848012-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),356,11.7,92,3.0,,,False,
S00848349-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),293,9.6,57,1.9,,,False,
S00848349-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),15,0.5,4,0.1,,,False,
S00848351-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),293,9.6,55,1.8,,,False,
S00848351-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),15,0.5,4,0.1,,,False,
S00848356-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),293,9.6,55,1.8,,,False,
S00848356-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),15,0.5,4,0.1,,,False,
S00849384-S1,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),219,7.2,184,6.0,,,False,
S00849384-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),373,12.3,3,0.1,,,False,
S00849393-I1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),655,21.5,137,4.5,,,False,
S00852021-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),717,23.6,87,2.9,,,False,
S00852021-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),769,25.3,427,14.0,,,False,
S00852419-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),379,12.5,58,1.9,,,False,
S00852419-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),348,11.4,27,0.9,,,False,
S00852419-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),19,0.6,6,0.2,,,False,
S00852433-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),379,12.5,58,1.9,,,False,
S00852433-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),348,11.4,27,0.9,,,False,
S00852433-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),30,1.0,5,0.2,,,False,
S00852435-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),636,20.9,142,4.7,,,False,
S00852435-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),593,19.5,112,3.7,,,False,
S00852435-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),271,8.9,176,5.8,,,False,
S00852441-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),562,18.5,241,7.9,,,False,
S00852441-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),539,17.7,298,9.8,,,False,
S00852441-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),196,6.4,176,5.8,,,False,
S00853856-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),249,8.2,61,2.0,,,False,
S00853856-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),187,6.1,14,0.5,,,False,
S00853856-S3,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),136,4.5,1,0.0,,,False,
S00854063-I1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),325,10.7,130,4.3,,,False,
S00854989-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),612,20.1,242,8.0,,,False,
S00854989-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),279,9.2,20,0.7,,,False,
S00857309-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),544,17.9,4,0.1,,,False,
S00857309-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),728,23.9,15,0.5,,,False,
S00857477-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),282,9.3,3,0.1,,,False,
S00857477-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),59,1.9,4,0.1,,,False,
S00857481-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),279,9.2,3,0.1,,,False,
S00857481-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),59,1.9,4,0.1,,,False,
S00858599-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),643,21.1,26,0.9,,,False,
S00858599-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),231,7.6,14,0.5,,,False,
S00858601-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),637,20.9,25,0.8,,,False,
S00860632-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),653,21.5,72,2.4,,,False,
S00860632-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),404,13.3,335,11.0,,,False,
S00860632-S3,DOB NOW,2025,STATEN ISLAND,1-2-3 FAMILY,0,Mid (4-10 fl),64,2.1,8,0.3,,,False,
S00866083-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),611,20.1,217,7.1,,,False,
S00866083-S3,DOB NOW,2025,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),15,0.5,4,0.1,,,False,
S00867932-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),181,5.9,22,0.7,,,False,
S00867932-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),21,0.7,1,0.0,,,False,
S00868224-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),602,19.8,311,10.2,,,False,
S00868224-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),36,1.2,2,0.1,,,False,
S00868226-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),585,19.2,311,10.2,,,False,
S00868226-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),36,1.2,1,0.0,,,False,
S00868388-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),627,20.6,571,18.8,,,False,
S00868388-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),524,17.2,181,5.9,,,False,
S00869099-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),310,10.2,12,0.4,,,False,
S00869099-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),28,0.9,6,0.2,,,False,
S00869099-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),69,2.3,7,0.2,,,False,
S00870161-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),265,8.7,45,1.5,,,False,
S00870161-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),250,8.2,208,6.8,,,False,
S00871364-I1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),938,30.8,348,11.4,,,False,
S00871364-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),789,25.9,243,8.0,,,False,
S00871364-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),616,20.2,432,14.2,,,False,
S00871364-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),537,17.6,115,3.8,,,False,
S00871364-S4,DOB NOW,2025,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),176,5.8,141,4.6,,,False,
S00871645-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),235,7.7,3,0.1,,,False,
S00871645-S3,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),142,4.7,104,3.4,,,False,
S00871651-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),299,9.8,3,0.1,,,False,
S00871651-S3,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),154,5.1,7,0.2,,,False,
S00871652-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),299,9.8,3,0.1,,,False,
S00871652-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),175,5.7,29,1.0,,,False,
S00872570-S1,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),354,11.6,12,0.4,,,False,
S00872570-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),142,4.7,1,0.0,,,False,
S00872570-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),268,8.8,50,1.6,,,False,
S00872571-S1,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),349,11.5,12,0.4,,,False,
S00872571-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),142,4.7,1,0.0,,,False,
S00877491-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),219,7.2,64,2.1,,,False,
S00877491-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),23,0.8,3,0.1,,,False,
S00879617-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),411,13.5,57,1.9,,,False,
S00879617-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),89,2.9,15,0.5,,,False,
S00879620-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),469,15.4,57,1.9,,,False,
S00879620-S2,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),123,4.0,15,0.5,,,False,
S00879622-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),469,15.4,57,1.9,,,False,
S00879622-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),123,4.0,15,0.5,,,False,
S00879623-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),434,14.3,57,1.9,,,False,
S00879623-S3,DOB NOW,2024,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),89,2.9,15,0.5,,,False,
S00881520-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),261,8.6,22,0.7,,,False,
S00881520-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),240,7.9,164,5.4,,,False,
S00881520-S3,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),69,2.3,36,1.2,,,False,
S00881521-S1,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),261,8.6,22,0.7,,,False,
S00881521-S2,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),241,7.9,135,4.4,,,False,
S00881521-S4,DOB NOW,2023,STATEN ISLAND,1-2-3 FAMILY,0,Small (1-3 fl),21,0.7,1,0.0,,,False,
