job,filing_year,borough,building_type,stories,size,filing_to_signoff_days,filing_to_signoff_months,filing_to_co_days,filing_to_co_months,has_co,pc_filed
104363261,2006,MANHATTAN,OTHERS,6,Mid (4-10 fl),1276,41.9,,,False,Y
104363797,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),2814,92.4,2290,75.2,True,
104364992,2006,MANHATTAN,OTHERS,2,Small (1-3 fl),1505,49.4,,,False,N
104365544,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),4258,139.9,2340,76.9,True,Y
104365722,2006,MANHATTAN,OTHERS,6,Mid (4-10 fl),927,30.5,,,False,N
104366696,2006,MANHATTAN,OTHERS,26,Large (11-30 fl),7207,236.8,2372,77.9,True,Y
104369844,2006,MANHATTAN,OTHERS,6,Mid (4-10 fl),3932,129.2,3740,122.9,True,Y
104370495,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),3923,128.9,2226,73.1,True,
104373544,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),918,30.2,,,False,Y
104373553,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),952,31.3,,,False,Y
104376890,2006,MANHATTAN,OTHERS,21,Large (11-30 fl),7176,235.7,2351,77.2,True,N
104377176,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1156,38.0,,,False,Y
104381312,2006,MANHATTAN,OTHERS,7,Mid (4-10 fl),1254,41.2,,,False,N
104383613,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),4386,144.1,2181,71.6,True,
104389341,2006,MANHATTAN,OTHERS,7,Mid (4-10 fl),1338,44.0,,,False,N
104391935,2006,MANHATTAN,OTHERS,7,Mid (4-10 fl),1094,35.9,,,False,Y
104397948,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),825,27.1,,,False,Y
104400300,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),2697,88.6,2430,79.8,True,Y
104402709,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1813,59.6,1807,59.4,True,Y
104403334,2006,MANHATTAN,OTHERS,43,Tower (30+ fl),4454,146.3,2333,76.6,True,Y
104403511,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),2458,80.7,2220,72.9,True,Y
104403913,2006,MANHATTAN,OTHERS,26,Large (11-30 fl),2883,94.7,2359,77.5,True,Y
104403931,2006,MANHATTAN,OTHERS,1,Small (1-3 fl),634,20.8,,,False,Y
104404878,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1747,57.4,,,False,
104408044,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),2512,82.5,2309,75.9,True,Y
104408071,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1892,62.2,,,False,Y
104409285,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1720,56.5,,,False,Y
104412556,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),3142,103.2,2303,75.7,True,
104419283,2006,MANHATTAN,OTHERS,4,Mid (4-10 fl),1237,40.6,,,False,Y
104422705,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),2221,73.0,2111,69.3,True,Y
104422983,2006,MANHATTAN,OTHERS,32,Tower (30+ fl),2086,68.5,,,False,Y
104422992,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1997,65.6,,,False,Y
104425427,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),3136,103.0,2153,70.7,True,Y
104426578,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1809,59.4,,,False,Y
104429968,2006,MANHATTAN,OTHERS,6,Mid (4-10 fl),1444,47.4,,,False,Y
104430359,2006,MANHATTAN,OTHERS,28,Large (11-30 fl),3569,117.2,2318,76.1,True,Y
104434970,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1358,44.6,,,False,Y
104436371,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),2138,70.2,,,False,Y
104436816,2006,MANHATTAN,OTHERS,9,Mid (4-10 fl),4836,158.9,2316,76.1,True,N
104439546,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),1344,44.2,,,False,
104441695,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),3253,106.9,2218,72.9,True,Y
104441828,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),3479,114.3,2177,71.5,True,Y
104443602,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),2458,80.7,2310,75.9,True,Y
104444996,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1975,64.9,,,False,Y
104448965,2006,MANHATTAN,OTHERS,39,Tower (30+ fl),2751,90.4,2289,75.2,True,Y
104450942,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1099,36.1,,,False,Y
104451273,2006,MANHATTAN,OTHERS,19,Large (11-30 fl),1476,48.5,,,False,Y
104452263,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1031,33.9,,,False,Y
104459391,2006,MANHATTAN,OTHERS,9,Mid (4-10 fl),4209,138.3,2229,73.2,True,Y
104460799,2006,MANHATTAN,OTHERS,30,Large (11-30 fl),3637,119.5,2227,73.2,True,Y
104468345,2006,MANHATTAN,OTHERS,7,Mid (4-10 fl),1402,46.1,,,False,Y
104469996,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1358,44.6,,,False,Y
104471938,2006,MANHATTAN,OTHERS,6,Mid (4-10 fl),2962,97.3,2248,73.9,True,N
104472081,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),3833,125.9,2226,73.1,True,Y
104477282,2006,MANHATTAN,OTHERS,18,Large (11-30 fl),2905,95.4,2246,73.8,True,Y
104477415,2006,MANHATTAN,OTHERS,12,Large (11-30 fl),3010,98.9,2703,88.8,True,Y
104477898,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2362,77.6,1975,64.9,True,Y
104478815,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1474,48.4,,,False,Y
104483710,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),4625,151.9,2175,71.5,True,Y
104483729,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),3054,100.3,1886,62.0,True,Y
104485807,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1516,49.8,,,False,Y
104487734,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),2547,83.7,2172,71.4,True,Y
104490374,2006,MANHATTAN,1-2-3 FAMILY,6,Mid (4-10 fl),1385,45.5,,,False,Y
104500238,2006,MANHATTAN,OTHERS,8,Mid (4-10 fl),2706,88.9,2230,73.3,True,Y
104500425,2006,MANHATTAN,OTHERS,27,Large (11-30 fl),1490,48.9,,,False,N
104500693,2006,MANHATTAN,OTHERS,8,Mid (4-10 fl),2708,89.0,2249,73.9,True,Y
104502566,2006,MANHATTAN,OTHERS,11,Large (11-30 fl),4208,138.2,3449,113.3,True,N
104507008,2006,MANHATTAN,OTHERS,6,Mid (4-10 fl),1675,55.0,,,False,Y
104507295,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1925,63.2,,,False,Y
104510101,2006,MANHATTAN,OTHERS,2,Small (1-3 fl),1153,37.9,,,False,Y
104510218,2015,MANHATTAN,OTHERS,0,Small (1-3 fl),2493,81.9,1253,41.2,True,
104512591,2006,MANHATTAN,OTHERS,6,Mid (4-10 fl),2389,78.5,2261,74.3,True,Y
104523464,2006,MANHATTAN,OTHERS,7,Mid (4-10 fl),4915,161.5,2434,80.0,True,Y
104524846,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2415,79.3,1933,63.5,True,Y
104527656,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1635,53.7,,,False,Y
104528307,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2238,73.5,2001,65.7,True,Y
104528637,2006,MANHATTAN,OTHERS,23,Large (11-30 fl),2703,88.8,2155,70.8,True,N
104529413,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1409,46.3,,,False,Y
104530562,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),3803,124.9,2088,68.6,True,Y
104531231,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2197,72.2,2197,72.2,True,
104536272,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1687,55.4,,,False,Y
104536762,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1498,49.2,,,False,
104537538,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),4070,133.7,2137,70.2,True,Y
104539144,2006,MANHATTAN,OTHERS,5,Mid (4-10 fl),4501,147.9,2234,73.4,True,Y
104540775,2006,MANHATTAN,OTHERS,13,Large (11-30 fl),1763,57.9,,,False,Y
104550022,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),2291,75.3,2117,69.5,True,Y
104550095,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1612,53.0,,,False,Y
104551414,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2720,89.4,2692,88.4,True,Y
104563394,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1870,61.4,,,False,
104563401,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),5271,173.2,1935,63.6,True,
104566578,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),2002,65.8,,,False,Y
104566818,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1395,45.8,,,False,Y
104566989,2006,MANHATTAN,OTHERS,7,Mid (4-10 fl),1538,50.5,,,False,Y
104571651,2006,MANHATTAN,OTHERS,11,Large (11-30 fl),1451,47.7,,,False,Y
104571839,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1425,46.8,,,False,Y
104576148,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1326,43.6,,,False,Y
104576246,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),3766,123.7,2251,73.9,True,Y
104582051,2006,MANHATTAN,OTHERS,8,Mid (4-10 fl),1121,36.8,,,False,N
104582079,2006,MANHATTAN,OTHERS,8,Mid (4-10 fl),1310,43.0,,,False,N
104582088,2006,MANHATTAN,OTHERS,8,Mid (4-10 fl),1107,36.4,,,False,N
104586592,2006,MANHATTAN,OTHERS,9,Mid (4-10 fl),2830,93.0,2099,69.0,True,Y
104589562,2006,MANHATTAN,OTHERS,14,Large (11-30 fl),3579,117.6,2148,70.6,True,Y
104590435,2006,MANHATTAN,OTHERS,7,Mid (4-10 fl),1243,40.8,,,False,Y
104592175,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),4370,143.6,2892,95.0,True,Y
104599980,2007,MANHATTAN,1-2-3 FAMILY,0,Small (1-3 fl),1171,38.5,,,False,Y
104601995,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1556,51.1,,,False,
104603216,2006,MANHATTAN,OTHERS,7,Mid (4-10 fl),3898,128.1,2151,70.7,True,Y
104604563,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2948,96.8,1994,65.5,True,Y
104607917,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1613,53.0,,,False,
104609700,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1368,44.9,,,False,Y
104612019,2006,MANHATTAN,OTHERS,2,Small (1-3 fl),770,25.3,,,False,N
104612402,2006,MANHATTAN,OTHERS,17,Large (11-30 fl),3165,104.0,2109,69.3,True,Y
104614491,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),4240,139.3,1973,64.8,True,
104619646,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1873,61.5,,,False,
104624300,2006,MANHATTAN,OTHERS,7,Mid (4-10 fl),3059,100.5,2929,96.2,True,Y
104625005,2006,MANHATTAN,OTHERS,43,Tower (30+ fl),2553,83.9,2122,69.7,True,Y
104626022,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1746,57.4,,,False,Y
104626031,2006,MANHATTAN,OTHERS,27,Large (11-30 fl),2353,77.3,2124,69.8,True,Y
104626282,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),3499,114.9,2376,78.1,True,Y
104627254,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1848,60.7,,,False,Y
104627290,2006,MANHATTAN,OTHERS,6,Mid (4-10 fl),2164,71.1,2164,71.1,True,Y
104631141,2009,MANHATTAN,OTHERS,0,Small (1-3 fl),2702,88.8,1309,43.0,True,
104631837,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),1641,53.9,,,False,Y
104632319,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),3850,126.5,2275,74.7,True,
104643021,2007,MANHATTAN,OTHERS,6,Mid (4-10 fl),655,21.5,,,False,N
104644280,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2051,67.4,2051,67.4,True,Y
104644832,2006,MANHATTAN,OTHERS,8,Mid (4-10 fl),2820,92.6,2239,73.6,True,Y
104648632,2006,MANHATTAN,OTHERS,6,Mid (4-10 fl),998,32.8,,,False,Y
104652671,2007,MANHATTAN,OTHERS,11,Large (11-30 fl),1776,58.3,,,False,Y
104661037,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),1542,50.7,,,False,
104663491,2007,MANHATTAN,OTHERS,22,Large (11-30 fl),2016,66.2,2016,66.2,True,Y
104672481,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1295,42.5,,,False,
104676511,2007,MANHATTAN,OTHERS,31,Tower (30+ fl),1452,47.7,,,False,Y
104676931,2009,MANHATTAN,OTHERS,0,Small (1-3 fl),2923,96.0,2712,89.1,True,
104678886,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2533,83.2,2015,66.2,True,Y
104690675,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1294,42.5,,,False,Y
104690684,2007,MANHATTAN,OTHERS,17,Large (11-30 fl),1268,41.7,,,False,Y
104693315,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1929,63.4,1929,63.4,True,Y
104697507,2009,MANHATTAN,OTHERS,0,Small (1-3 fl),2754,90.5,2331,76.6,True,
104700094,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1110,36.5,,,False,Y
104706695,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),3006,98.8,2467,81.0,True,Y
104717273,2007,MANHATTAN,OTHERS,8,Mid (4-10 fl),1966,64.6,1966,64.6,True,Y
104718405,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),3653,120.0,2347,77.1,True,Y
104718487,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),1430,47.0,,,False,Y
104722052,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),3115,102.3,2386,78.4,True,Y
104727379,2007,MANHATTAN,OTHERS,27,Large (11-30 fl),3383,111.1,1923,63.2,True,Y
104727388,2007,MANHATTAN,OTHERS,9,Mid (4-10 fl),4367,143.5,1937,63.6,True,Y
104731300,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1456,47.8,,,False,Y
104732746,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2231,73.3,1986,65.2,True,
104733095,2007,MANHATTAN,OTHERS,1,Small (1-3 fl),2248,73.9,2113,69.4,True,N
104735324,2007,MANHATTAN,OTHERS,8,Mid (4-10 fl),3142,103.2,2611,85.8,True,Y
104735912,2009,MANHATTAN,OTHERS,0,Small (1-3 fl),3241,106.5,1637,53.8,True,
104739669,2007,MANHATTAN,OTHERS,9,Mid (4-10 fl),2209,72.6,2037,66.9,True,Y
104741629,2007,MANHATTAN,OTHERS,8,Mid (4-10 fl),3823,125.6,1981,65.1,True,N
104741969,2007,MANHATTAN,OTHERS,14,Large (11-30 fl),3402,111.8,1938,63.7,True,N
104743495,2007,MANHATTAN,OTHERS,15,Large (11-30 fl),1747,57.4,,,False,Y
104749881,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2450,80.5,2214,72.7,True,Y
104750930,2007,MANHATTAN,OTHERS,6,Mid (4-10 fl),1337,43.9,,,False,Y
104752117,2007,MANHATTAN,OTHERS,6,Mid (4-10 fl),685,22.5,,,False,Y
104760288,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1741,57.2,,,False,Y
104762570,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),3828,125.8,2741,90.0,True,Y
104766282,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),6101,200.4,1890,62.1,True,Y
104766335,2007,MANHATTAN,OTHERS,32,Tower (30+ fl),1508,49.5,,,False,Y
104766479,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),3926,129.0,1932,63.5,True,Y
104767682,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2822,92.7,1897,62.3,True,Y
104773167,2007,MANHATTAN,OTHERS,6,Mid (4-10 fl),1397,45.9,,,False,Y
104775156,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),1933,63.5,1599,52.5,True,
104782503,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),629,20.7,,,False,Y
104793190,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1105,36.3,,,False,Y
104794616,2007,MANHATTAN,OTHERS,8,Mid (4-10 fl),2762,90.7,2498,82.1,True,Y
104794625,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),3054,100.3,2387,78.4,True,Y
104797793,2007,MANHATTAN,OTHERS,10,Mid (4-10 fl),1288,42.3,,,False,Y
104799648,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),5221,171.5,3249,106.7,True,Y
104806863,2007,MANHATTAN,OTHERS,18,Large (11-30 fl),1572,51.6,,,False,Y
104806872,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1412,46.4,,,False,Y
104814355,2007,MANHATTAN,OTHERS,6,Mid (4-10 fl),1236,40.6,,,False,Y
104817913,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1870,61.4,1870,61.4,True,Y
104827797,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),5737,188.5,1804,59.3,True,Y
104829072,2007,MANHATTAN,OTHERS,6,Mid (4-10 fl),3796,124.7,3304,108.5,True,Y
104833290,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1828,60.1,1757,57.7,True,
104834529,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),3223,105.9,1661,54.6,True,Y
104840932,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2707,88.9,1815,59.6,True,Y
104844144,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),3437,112.9,3369,110.7,True,Y
104844180,2007,MANHATTAN,OTHERS,53,Tower (30+ fl),3584,117.7,2212,72.7,True,Y
104845107,2007,MANHATTAN,OTHERS,10,Mid (4-10 fl),1319,43.3,,,False,Y
104848658,2007,MANHATTAN,OTHERS,19,Large (11-30 fl),4374,143.7,1850,60.8,True,Y
104854123,2007,MANHATTAN,OTHERS,11,Large (11-30 fl),3173,104.2,3127,102.7,True,Y
104855444,2007,MANHATTAN,OTHERS,3,Small (1-3 fl),3518,115.6,2003,65.8,True,Y
104856942,2009,MANHATTAN,OTHERS,0,Small (1-3 fl),3655,120.1,1266,41.6,True,
104858021,2007,MANHATTAN,OTHERS,6,Mid (4-10 fl),1051,34.5,,,False,Y
104858049,2007,MANHATTAN,OTHERS,6,Mid (4-10 fl),1764,58.0,,,False,Y
104859191,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),3024,99.3,1566,51.4,True,
104863961,2007,MANHATTAN,OTHERS,38,Tower (30+ fl),3774,124.0,1820,59.8,True,Y
104866316,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),946,31.1,,,False,Y
104870481,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2665,87.5,2328,76.5,True,Y
104870490,2007,MANHATTAN,OTHERS,2,Small (1-3 fl),2177,71.5,2023,66.5,True,Y
104870560,2007,MANHATTAN,OTHERS,2,Small (1-3 fl),766,25.2,,,False,Y
104872014,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2047,67.2,1807,59.4,True,Y
104874860,2007,MANHATTAN,OTHERS,20,Large (11-30 fl),1599,52.5,,,False,Y
104879981,2007,MANHATTAN,OTHERS,9,Mid (4-10 fl),1552,51.0,,,False,N
104881371,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1661,54.6,,,False,Y
104888356,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),5859,192.5,1784,58.6,True,
104888481,2007,MANHATTAN,OTHERS,8,Mid (4-10 fl),2029,66.7,1795,59.0,True,Y
104888702,2007,MANHATTAN,OTHERS,8,Mid (4-10 fl),2121,69.7,1859,61.1,True,Y
104893527,2007,MANHATTAN,OTHERS,8,Mid (4-10 fl),1544,50.7,,,False,Y
104893929,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1416,46.5,,,False,Y
104897284,2007,MANHATTAN,OTHERS,5,Mid (4-10 fl),1638,53.8,,,False,Y
104897300,2007,MANHATTAN,OTHERS,5,Mid (4-10 fl),1857,61.0,1777,58.4,True,Y
104898229,2007,MANHATTAN,OTHERS,8,Mid (4-10 fl),3332,109.5,3101,101.9,True,N
104898336,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),1963,64.5,1697,55.7,True,Y
104904800,2007,MANHATTAN,OTHERS,13,Large (11-30 fl),2025,66.5,1799,59.1,True,Y
104908165,2007,MANHATTAN,OTHERS,24,Large (11-30 fl),1986,65.2,1831,60.2,True,Y
104914782,2007,MANHATTAN,OTHERS,13,Large (11-30 fl),1737,57.1,,,False,Y
104915193,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2475,81.3,1756,57.7,True,Y
104929295,2007,MANHATTAN,OTHERS,6,Mid (4-10 fl),2633,86.5,1794,58.9,True,Y
104929482,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),1214,39.9,,,False,Y
104930023,2007,MANHATTAN,OTHERS,8,Mid (4-10 fl),1127,37.0,,,False,Y
104935171,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),1706,56.0,1669,54.8,True,Y
110000141,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),4852,159.4,1394,45.8,True,
110005743,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),4672,153.5,3529,115.9,True,Y
110008795,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2094,68.8,2094,68.8,True,
110009188,2007,MANHATTAN,OTHERS,9,Mid (4-10 fl),2113,69.4,1761,57.9,True,Y
110009794,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2835,93.1,1769,58.1,True,
110014010,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1487,48.9,,,False,Y
110015894,2009,MANHATTAN,OTHERS,0,Small (1-3 fl),5414,177.9,3805,125.0,True,
110017151,2007,MANHATTAN,OTHERS,64,Tower (30+ fl),4596,151.0,3340,109.7,True,Y
110019266,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2114,69.4,1738,57.1,True,Y
110019738,2007,MANHATTAN,OTHERS,15,Large (11-30 fl),1730,56.8,1730,56.8,True,Y
110021413,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),1649,54.2,1649,54.2,True,Y
110030822,2007,MANHATTAN,OTHERS,3,Small (1-3 fl),5053,166.0,1763,57.9,True,Y
110033605,2007,MANHATTAN,OTHERS,6,Mid (4-10 fl),1265,41.6,,,False,Y
110040526,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),1590,52.2,,,False,
110041473,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),3577,117.5,1705,56.0,True,Y
110042551,2008,MANHATTAN,OTHERS,6,Mid (4-10 fl),976,32.1,,,False,
110045004,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),1122,36.9,,,False,
110052031,2007,MANHATTAN,OTHERS,19,Large (11-30 fl),2394,78.6,1700,55.8,True,Y
110052479,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2500,82.1,1781,58.5,True,
110053879,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),1228,40.3,,,False,
110055396,2007,MANHATTAN,OTHERS,6,Mid (4-10 fl),2022,66.4,1820,59.8,True,Y
110055831,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),1245,40.9,,,False,Y
110058384,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),5007,164.5,2425,79.7,True,
110058570,2008,MANHATTAN,OTHERS,8,Mid (4-10 fl),1605,52.7,,,False,Y
110060950,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),3743,123.0,3353,110.2,True,Y
110063494,2008,MANHATTAN,OTHERS,16,Large (11-30 fl),3026,99.4,2274,74.7,True,N
110069602,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),2073,68.1,1765,58.0,True,
110073571,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),3642,119.6,1589,52.2,True,
110075971,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),5994,196.9,1512,49.7,True,
110078040,2008,MANHATTAN,OTHERS,22,Large (11-30 fl),2464,80.9,1646,54.1,True,Y
110078059,2008,MANHATTAN,OTHERS,32,Tower (30+ fl),2687,88.3,1706,56.0,True,Y
110080518,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),889,29.2,,,False,Y
110080527,2008,MANHATTAN,OTHERS,6,Mid (4-10 fl),900,29.6,,,False,Y
110084159,2008,MANHATTAN,OTHERS,8,Mid (4-10 fl),1251,41.1,,,False,Y
110086567,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),5289,173.8,1558,51.2,True,
110086834,2008,MANHATTAN,OTHERS,8,Mid (4-10 fl),3049,100.2,2688,88.3,True,Y
110089779,2008,MANHATTAN,OTHERS,70,Tower (30+ fl),4733,155.5,2961,97.3,True,Y
110093559,2009,MANHATTAN,OTHERS,0,Small (1-3 fl),884,29.0,,,False,
110093568,2009,MANHATTAN,OTHERS,0,Small (1-3 fl),884,29.0,,,False,
110093835,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),4391,144.3,2914,95.7,True,
110095708,2008,MANHATTAN,OTHERS,4,Mid (4-10 fl),3541,116.3,2997,98.5,True,Y
110095753,2008,MANHATTAN,OTHERS,29,Large (11-30 fl),4051,133.1,2976,97.8,True,Y
110098787,2009,MANHATTAN,OTHERS,0,Small (1-3 fl),6119,201.0,1663,54.6,True,
110099722,2013,MANHATTAN,OTHERS,0,Small (1-3 fl),2151,70.7,1136,37.3,True,
110103940,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),3417,112.3,2302,75.6,True,
110104413,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),1322,43.4,,,False,
110108437,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),1035,34.0,,,False,
110110380,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),2992,98.3,2838,93.2,True,
110112048,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),3687,121.1,2865,94.1,True,
110112565,2008,MANHATTAN,OTHERS,6,Mid (4-10 fl),1893,62.2,1783,58.6,True,
110115973,2008,MANHATTAN,OTHERS,10,Mid (4-10 fl),3426,112.5,3286,108.0,True,
110117436,2008,MANHATTAN,OTHERS,24,Large (11-30 fl),1782,58.5,1610,52.9,True,
110118113,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),1436,47.2,,,False,
110118382,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),1479,48.6,,,False,
110118453,2008,MANHATTAN,OTHERS,3,Small (1-3 fl),2623,86.2,1848,60.7,True,
110121724,2008,MANHATTAN,OTHERS,6,Mid (4-10 fl),1390,45.7,,,False,
110121733,2008,MANHATTAN,OTHERS,4,Mid (4-10 fl),1367,44.9,,,False,
110121742,2008,MANHATTAN,OTHERS,7,Mid (4-10 fl),1496,49.1,,,False,
110123955,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),756,24.8,,,False,
110129922,2008,MANHATTAN,OTHERS,9,Mid (4-10 fl),4952,162.7,1635,53.7,True,
110131161,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),689,22.6,,,False,
110132240,2008,MANHATTAN,OTHERS,13,Large (11-30 fl),1944,63.9,1674,55.0,True,
110132491,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),1377,45.2,,,False,
