job,filing_year,borough,building_type,stories,size,filing_to_signoff_days,filing_to_signoff_months,filing_to_co_days,filing_to_co_months,has_co,pc_filed
200988306,2005,BRONX,1-2-3 FAMILY,7,Mid (4-10 fl),1178,38.7,,,False,N
200988315,2005,BRONX,1-2-3 FAMILY,8,Mid (4-10 fl),2803,92.1,2551,83.8,True,N
200988397,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),5071,166.6,4613,151.5,True,Y
200988556,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),604,19.8,,,False,Y
200988565,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),624,20.5,,,False,Y
200988672,2005,BRONX,1-2-3 FAMILY,4,Mid (4-10 fl),595,19.5,,,False,Y
200989154,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1831,60.2,,,False,N
200989261,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),1862,61.2,,,False,N
200989270,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),1837,60.3,,,False,N
200989387,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),403,13.2,,,False,N
200989582,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),959,31.5,,,False,Y
200989591,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),959,31.5,,,False,Y
200989644,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),875,28.7,,,False,Y
200989653,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),875,28.7,,,False,Y
200989662,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),881,28.9,,,False,Y
200989671,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),870,28.6,,,False,Y
200989715,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1056,34.7,,,False,Y
200989724,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),881,28.9,,,False,Y
200989733,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),881,28.9,,,False,Y
200989742,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),883,29.0,,,False,Y
200989751,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),974,32.0,,,False,Y
200989886,2005,BRONX,OTHERS,2,Small (1-3 fl),1379,45.3,,,False,N
200990151,2005,BRONX,OTHERS,2,Small (1-3 fl),764,25.1,,,False,N
200990320,2005,BRONX,OTHERS,8,Mid (4-10 fl),1287,42.3,,,False,N
200990801,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),721,23.7,,,False,Y
200990810,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),721,23.7,,,False,Y
200990972,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),2026,66.6,,,False,N
200991098,2005,BRONX,OTHERS,6,Mid (4-10 fl),2446,80.4,,,False,N
200991212,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),832,27.3,,,False,N
200991221,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),539,17.7,,,False,N
200991365,2005,BRONX,1-2-3 FAMILY,4,Mid (4-10 fl),1934,63.5,,,False,N
200991374,2005,BRONX,1-2-3 FAMILY,4,Mid (4-10 fl),1934,63.5,,,False,N
200991427,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),957,31.4,,,False,Y
200991436,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),963,31.6,,,False,Y
200991445,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),960,31.5,,,False,Y
200991454,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),386,12.7,,,False,Y
200991463,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),386,12.7,,,False,Y
200991472,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),434,14.3,,,False,Y
200991481,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),538,17.7,,,False,N
200991622,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),805,26.4,,,False,Y
200991800,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),427,14.0,,,False,Y
200991962,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),603,19.8,,,False,Y
200991971,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),603,19.8,,,False,Y
200992104,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),763,25.1,,,False,Y
200992113,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),769,25.3,,,False,Y
200992122,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),531,17.4,,,False,Y
200992131,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),531,17.4,,,False,Y
200992765,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1715,56.3,,,False,Y
200992774,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),383,12.6,,,False,Y
200992783,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),383,12.6,,,False,Y
200992792,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),329,10.8,,,False,Y
200992809,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),329,10.8,,,False,Y
200992818,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),329,10.8,,,False,Y
200992827,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),329,10.8,,,False,Y
200993050,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),450,14.8,,,False,Y
200993069,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),450,14.8,,,False,Y
200993078,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),450,14.8,,,False,Y
200993434,2005,BRONX,OTHERS,8,Mid (4-10 fl),1066,35.0,,,False,N
200993498,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1487,48.9,,,False,Y
200993513,2005,BRONX,OTHERS,0,Small (1-3 fl),1651,54.2,,,False,Y
200993620,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),533,17.5,,,False,Y
200993639,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),532,17.5,,,False,Y
200993648,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),539,17.7,,,False,Y
200993684,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),422,13.9,,,False,Y
200993693,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),412,13.5,,,False,Y
200993700,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),412,13.5,,,False,Y
200993835,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),412,13.5,,,False,Y
200994004,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),917,30.1,,,False,Y
200994022,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),841,27.6,,,False,Y
200994059,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),467,15.3,,,False,Y
200994219,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),944,31.0,,,False,Y
200994362,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1264,41.5,,,False,Y
200994460,2005,BRONX,OTHERS,1,Small (1-3 fl),1807,59.4,,,False,Y
200994479,2005,BRONX,OTHERS,4,Mid (4-10 fl),2638,86.7,2550,83.8,True,Y
200994488,2005,BRONX,OTHERS,0,Small (1-3 fl),1797,59.0,,,False,Y
200994647,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1912,62.8,,,False,Y
200994861,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),749,24.6,,,False,Y
200994870,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),552,18.1,,,False,Y
200995281,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),315,10.3,,,False,N
200995290,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),315,10.3,,,False,N
200995307,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),315,10.3,,,False,N
200995316,2005,BRONX,OTHERS,3,Small (1-3 fl),671,22.0,,,False,Y
200995414,2006,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),806,26.5,,,False,N
200995432,2006,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1105,36.3,,,False,N
200995450,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),701,23.0,,,False,N
200995469,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),651,21.4,,,False,N
200995487,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),728,23.9,,,False,N
200995496,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1106,36.3,,,False,N
200995511,2005,BRONX,OTHERS,4,Mid (4-10 fl),780,25.6,,,False,N
200995520,2005,BRONX,OTHERS,4,Mid (4-10 fl),706,23.2,,,False,N
200995539,2005,BRONX,OTHERS,4,Mid (4-10 fl),706,23.2,,,False,N
200995548,2005,BRONX,OTHERS,4,Mid (4-10 fl),777,25.5,,,False,N
200995557,2005,BRONX,OTHERS,4,Mid (4-10 fl),706,23.2,,,False,N
200995566,2005,BRONX,OTHERS,4,Mid (4-10 fl),706,23.2,,,False,N
200995940,2005,BRONX,OTHERS,8,Mid (4-10 fl),1072,35.2,,,False,N
200995977,2005,BRONX,OTHERS,0,Small (1-3 fl),2332,76.6,,,False,Y
200996119,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),4340,142.6,4229,138.9,True,Y
200996137,2005,BRONX,OTHERS,8,Mid (4-10 fl),2009,66.0,,,False,Y
200996431,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),282,9.3,,,False,N
200996468,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1112,36.5,,,False,Y
200996501,2005,BRONX,OTHERS,1,Small (1-3 fl),3046,100.1,2746,90.2,True,Y
200996627,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),4864,159.8,4843,159.1,True,Y
200997029,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),2120,69.6,,,False,N
200997038,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),2120,69.6,,,False,N
200997047,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),2120,69.6,,,False,N
200997056,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),2379,78.2,,,False,N
200997065,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),2125,69.8,,,False,N
200997181,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1253,41.2,,,False,Y
200997190,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1253,41.2,,,False,Y
200997207,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1253,41.2,,,False,Y
200997216,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1253,41.2,,,False,Y
200997332,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),2022,66.4,,,False,Y
200997396,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),446,14.7,,,False,N
200997403,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),440,14.5,,,False,N
200997706,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),851,28.0,,,False,Y
200997715,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),851,28.0,,,False,Y
200997724,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),865,28.4,,,False,Y
200997939,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),659,21.6,,,False,Y
200997948,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),645,21.2,,,False,Y
200997957,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),638,21.0,,,False,Y
200997966,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),645,21.2,,,False,Y
200997993,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),2073,68.1,,,False,N
200998108,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),1673,55.0,,,False,Y
200998215,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1094,35.9,,,False,Y
200998224,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1100,36.1,,,False,Y
200998233,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1066,35.0,,,False,Y
200998242,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1092,35.9,,,False,Y
200998297,2005,BRONX,OTHERS,3,Small (1-3 fl),593,19.5,,,False,Y
200998402,2005,BRONX,OTHERS,3,Small (1-3 fl),593,19.5,,,False,Y
200998796,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),586,19.3,,,False,Y
200998983,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),4333,142.3,4333,142.3,True,Y
200998992,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),2520,82.8,2520,82.8,True,Y
200999009,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),2524,82.9,2524,82.9,True,Y
200999018,2006,BRONX,1-2-3 FAMILY,0,Small (1-3 fl),2341,76.9,2341,76.9,True,Y
200999027,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),2524,82.9,2524,82.9,True,Y
200999116,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1534,50.4,,,False,Y
200999125,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1372,45.1,,,False,Y
200999214,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),5183,170.3,5183,170.3,True,Y
200999456,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),2523,82.9,2523,82.9,True,Y
200999955,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),4370,143.6,3506,115.2,True,N
200999964,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),4370,143.6,3506,115.2,True,N
200999973,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),4370,143.6,3506,115.2,True,N
200999982,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),4370,143.6,3506,115.2,True,N
201000308,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1103,36.2,,,False,Y
201000326,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),1916,62.9,,,False,Y
201000380,2005,BRONX,OTHERS,4,Mid (4-10 fl),727,23.9,,,False,Y
201000503,2005,BRONX,OTHERS,0,Small (1-3 fl),1695,55.7,,,False,Y
201000512,2005,BRONX,OTHERS,3,Small (1-3 fl),1691,55.6,,,False,Y
201000521,2005,BRONX,OTHERS,3,Small (1-3 fl),1695,55.7,,,False,Y
201000601,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),569,18.7,,,False,Y
201000610,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),569,18.7,,,False,Y
201000629,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),569,18.7,,,False,Y
201000692,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1096,36.0,,,False,Y
201000709,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1120,36.8,,,False,Y
201000718,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1120,36.8,,,False,Y
201001129,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),568,18.7,,,False,Y
201001548,2005,BRONX,OTHERS,0,Small (1-3 fl),2816,92.5,2816,92.5,True,Y
201001922,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),519,17.0,,,False,Y
201001931,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),529,17.4,,,False,Y
201001959,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),743,24.4,,,False,Y
201001968,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),743,24.4,,,False,Y
201002039,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),685,22.5,,,False,Y
201002048,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),686,22.5,,,False,Y
201002057,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),685,22.5,,,False,Y
201002208,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),852,28.0,,,False,Y
201002271,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),786,25.8,,,False,Y
201002280,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),776,25.5,,,False,Y
201002529,2005,BRONX,OTHERS,2,Small (1-3 fl),1384,45.5,,,False,Y
201002538,2005,BRONX,OTHERS,2,Small (1-3 fl),1384,45.5,,,False,Y
201002583,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),2127,69.9,,,False,Y
201003467,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1324,43.5,,,False,Y
201003485,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1324,43.5,,,False,Y
201003494,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1326,43.6,,,False,Y
201003500,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1324,43.5,,,False,Y
201003653,2005,BRONX,OTHERS,3,Small (1-3 fl),4825,158.5,4763,156.5,True,Y
201003662,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1067,35.1,,,False,Y
201003671,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1060,34.8,,,False,Y
201003680,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1060,34.8,,,False,Y
201003902,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),580,19.1,,,False,N
201003911,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),580,19.1,,,False,N
201003920,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),580,19.1,,,False,N
201003957,2005,BRONX,1-2-3 FAMILY,4,Mid (4-10 fl),1336,43.9,,,False,Y
201003966,2005,BRONX,1-2-3 FAMILY,4,Mid (4-10 fl),1409,46.3,,,False,Y
201003993,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1196,39.3,,,False,N
201004000,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1184,38.9,,,False,N
201004073,2005,BRONX,OTHERS,1,Small (1-3 fl),1737,57.1,,,False,Y
201004233,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),820,26.9,,,False,Y
201004242,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),820,26.9,,,False,Y
201004359,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1124,36.9,,,False,Y
201004368,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1124,36.9,,,False,Y
201004377,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1120,36.8,,,False,Y
201004386,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1120,36.8,,,False,Y
201004395,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1124,36.9,,,False,Y
201004402,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1124,36.9,,,False,Y
201004411,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1125,37.0,,,False,Y
201004554,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1243,40.8,,,False,Y
201004634,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),910,29.9,,,False,Y
201004643,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),910,29.9,,,False,Y
201006035,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),3166,104.0,2864,94.1,True,Y
201006213,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),4745,155.9,4745,155.9,True,N
201006339,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),434,14.3,,,False,Y
201006348,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),434,14.3,,,False,Y
201006357,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),434,14.3,,,False,Y
201006366,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),434,14.3,,,False,Y
201006375,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),1806,59.3,,,False,Y
201006384,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),1936,63.6,,,False,Y
201006393,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),4004,131.5,4004,131.5,True,Y
201006400,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),3998,131.3,3998,131.3,True,Y
201006419,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),3998,131.3,3969,130.4,True,Y
201006428,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),4003,131.5,3973,130.5,True,Y
201006437,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),4003,131.5,4003,131.5,True,Y
201006446,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),4003,131.5,3967,130.3,True,Y
201006525,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1273,41.8,,,False,Y
201006534,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1272,41.8,,,False,Y
201006543,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1251,41.1,,,False,Y
201006552,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1439,47.3,,,False,Y
201006561,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1245,40.9,,,False,Y
201006641,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),7053,231.7,7053,231.7,True,Y
201006810,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),919,30.2,,,False,Y
201006927,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),735,24.1,,,False,Y
201006936,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),658,21.6,,,False,Y
201006945,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),774,25.4,,,False,Y
201006954,2005,BRONX,1-2-3 FAMILY,0,Small (1-3 fl),821,27.0,,,False,Y
201006963,2005,BRONX,1-2-3 FAMILY,0,Small (1-3 fl),801,26.3,,,False,Y
201006972,2005,BRONX,1-2-3 FAMILY,0,Small (1-3 fl),802,26.3,,,False,Y
201006981,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),802,26.3,,,False,Y
201007141,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),760,25.0,,,False,Y
201007150,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),760,25.0,,,False,Y
201007169,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),2776,91.2,2776,91.2,True,Y
201007178,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),438,14.4,,,False,Y
201007472,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),867,28.5,,,False,Y
201007481,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),867,28.5,,,False,Y
201007604,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),877,28.8,,,False,Y
201007613,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),877,28.8,,,False,Y
201007622,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),877,28.8,,,False,Y
201007631,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),877,28.8,,,False,Y
201007739,2005,BRONX,OTHERS,1,Small (1-3 fl),1020,33.5,,,False,N
201007757,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),910,29.9,,,False,Y
201007766,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),912,30.0,,,False,Y
201007775,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),910,29.9,,,False,Y
201007784,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),910,29.9,,,False,Y
201008051,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),987,32.4,,,False,Y
201008060,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),987,32.4,,,False,Y
201008079,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),987,32.4,,,False,Y
201008104,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),984,32.3,,,False,Y
201008113,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),985,32.4,,,False,Y
201008122,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),921,30.3,,,False,Y
201008355,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),879,28.9,,,False,Y
201008364,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),889,29.2,,,False,Y
201008373,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),885,29.1,,,False,Y
201008382,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),881,28.9,,,False,Y
201008391,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),881,28.9,,,False,Y
201008408,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),879,28.9,,,False,Y
201008667,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),3725,122.4,3297,108.3,True,Y
201008676,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),3767,123.8,3297,108.3,True,Y
201008783,2006,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),741,24.3,,,False,Y
201008792,2006,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),522,17.1,,,False,Y
201008961,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),499,16.4,,,False,N
201008970,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),499,16.4,,,False,N
201008989,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),574,18.9,,,False,N
201008998,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),499,16.4,,,False,N
201009005,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),500,16.4,,,False,N
201009461,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),3526,115.8,3375,110.9,True,Y
201009595,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),662,21.7,,,False,Y
201009602,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),662,21.7,,,False,Y
201009611,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),662,21.7,,,False,Y
201009675,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),1289,42.3,,,False,N
201009737,2005,BRONX,OTHERS,6,Mid (4-10 fl),3481,114.4,2493,81.9,True,N
201009844,2005,BRONX,OTHERS,8,Mid (4-10 fl),5134,168.7,3635,119.4,True,N
201009871,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),899,29.5,,,False,Y
201009880,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),893,29.3,,,False,Y
201009899,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),893,29.3,,,False,Y
201009906,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),893,29.3,,,False,Y
201009915,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),907,29.8,,,False,Y
201009924,2005,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),900,29.6,,,False,Y
201009979,2005,BRONX,1-2-3 FAMILY,2,Small (1-3 fl),3734,122.7,3325,109.2,True,Y
201011261,2008,BRONX,OTHERS,0,Small (1-3 fl),2292,75.3,1551,51.0,True,
201025755,2010,BRONX,OTHERS,0,Small (1-3 fl),2798,91.9,971,31.9,True,
201025862,2011,BRONX,OTHERS,0,Small (1-3 fl),2925,96.1,944,31.0,True,
201030071,2006,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),847,27.8,,,False,Y
201030080,2006,BRONX,1-2-3 FAMILY,3,Small (1-3 fl),841,27.6,,,False,Y
201030259,2006,BRONX,OTHERS,4,Mid (4-10 fl),1162,38.2,,,False,N
201030268,2006,BRONX,OTHERS,4,Mid (4-10 fl),1162,38.2,,,False,N
